"plot","year","from","to","from.daynr","to.daynr","biomass","potID","E","N","location.type","mean.daynr"
"PLI1",2014,"29-06","10-07",180,191,11.1,637,6.69861,51.650948,"1",185.5
"PLI1",2014,"11-07","21-07",192,202,14,638,6.69861,51.650948,"1",197
"PLI1",2014,"22-07","08-08",203,220,17.7,639,6.69861,51.650948,"1",211.5
"PLI1",2014,"09-08","07-09",221,250,41.6,640,6.69861,51.650948,"1",235.5
"PLI1",2014,"08-09","23-09",251,266,7.7,641,6.69861,51.650948,"1",258.5
"PLI1",2014,"24-09","21-10",267,294,26.1,642,6.69861,51.650948,"1",280.5
"BOO1",1993,"02-07","08-07",183,189,138.2,643,6.53234,51.383126,"2",186
"BOO1",1993,"09-07","16-07",190,197,75.1,644,6.53234,51.383126,"2",193.5
"BOO1",1993,"17-07","23-07",198,204,92.4,645,6.53234,51.383126,"2",201
"BOO1",1993,"24-07","30-07",205,211,50.6,646,6.53234,51.383126,"2",208
"BOO1",1993,"31-07","06-08",212,218,51.5,647,6.53234,51.383126,"2",215
"BOO1",1993,"07-08","13-08",219,225,39.9,648,6.53234,51.383126,"2",222
"BOO1",1993,"14-08","20-08",226,232,60,649,6.53234,51.383126,"2",229
"BOO1",1993,"21-08","28-08",233,240,49.7,650,6.53234,51.383126,"2",236.5
"GEO1",1993,"02-07","08-07",183,189,82.4,651,6.551231,51.367496,"2",186
"GEO1",1993,"09-07","16-07",190,197,54.4,652,6.551231,51.367496,"2",193.5
"GEO1",1993,"17-07","23-07",198,204,84.1,653,6.551231,51.367496,"2",201
"GEO1",1993,"24-07","30-07",205,211,52.9,654,6.551231,51.367496,"2",208
"GEO1",1993,"31-07","06-08",212,218,49.3,655,6.551231,51.367496,"2",215
"GEO1",1993,"07-08","13-08",219,225,52.8,656,6.551231,51.367496,"2",222
"GEO1",1993,"14-08","20-08",226,232,45,657,6.551231,51.367496,"2",229
"GEO1",1993,"21-08","28-08",233,240,36.8,658,6.551231,51.367496,"2",236.5
"BOO1",2014,"29-03","04-04",88,94,9.1,659,6.53234,51.383126,"2",91
"BOO1",2014,"05-04","11-04",95,101,9.9,660,6.53234,51.383126,"2",98
"BOO1",2014,"12-04","18-04",102,108,9,661,6.53234,51.383126,"2",105
"BOO1",2014,"19-04","25-04",109,115,21.1,662,6.53234,51.383126,"2",112
"BOO1",2014,"26-04","02-05",116,122,8.9,663,6.53234,51.383126,"2",119
"BOO1",2014,"03-05","09-05",123,129,10,664,6.53234,51.383126,"2",126
"BOO1",2014,"10-05","16-05",130,136,8.3,665,6.53234,51.383126,"2",133
"BOO1",2014,"17-05","23-05",137,143,18.2,666,6.53234,51.383126,"2",140
"BOO1",2014,"24-05","30-05",144,150,12.1,667,6.53234,51.383126,"2",147
"BOO1",2014,"31-05","06-06",151,157,15.8,668,6.53234,51.383126,"2",154
"BOO1",2014,"07-06","13-06",158,164,20.4,669,6.53234,51.383126,"2",161
"BOO1",2014,"14-06","20-06",165,171,12.3,670,6.53234,51.383126,"2",168
"BOO1",2014,"21-06","27-06",172,178,16,671,6.53234,51.383126,"2",175
"BOO1",2014,"28-06","04-07",179,185,17.7,672,6.53234,51.383126,"2",182
"BOO1",2014,"05-07","11-07",186,192,20.9,673,6.53234,51.383126,"2",189
"BOO1",2014,"12-07","18-07",193,199,31.8,674,6.53234,51.383126,"2",196
"BOO1",2014,"19-07","25-07",200,206,22.7,675,6.53234,51.383126,"2",203
"BOO1",2014,"26-07","01-08",207,213,26.5,676,6.53234,51.383126,"2",210
"BOO1",2014,"02-08","15-08",214,227,34.7,677,6.53234,51.383126,"2",220.5
"BOO1",2014,"16-08","29-08",228,241,29.6,678,6.53234,51.383126,"2",234.5
"BOO1",2014,"30-08","12-09",242,255,34.5,679,6.53234,51.383126,"2",248.5
"BOO1",2014,"13-09","26-09",256,269,14.6,680,6.53234,51.383126,"2",262.5
"BOO1",2014,"27-09","10-10",270,283,11.3,681,6.53234,51.383126,"2",276.5
"BOO1",2014,"11-10","01-11",284,305,14.4,682,6.53234,51.383126,"2",294.5
"GEO1",2014,"05-04","11-04",95,101,6.4,683,6.551231,51.367496,"2",98
"GEO1",2014,"12-04","18-04",102,108,7,684,6.551231,51.367496,"2",105
"GEO1",2014,"19-04","25-04",109,115,20.8,685,6.551231,51.367496,"2",112
"GEO1",2014,"26-04","02-05",116,122,19.6,686,6.551231,51.367496,"2",119
"GEO1",2014,"03-05","09-05",123,129,15.8,687,6.551231,51.367496,"2",126
"GEO1",2014,"10-05","16-05",130,136,9.4,688,6.551231,51.367496,"2",133
"GEO1",2014,"17-05","23-05",137,143,19.7,689,6.551231,51.367496,"2",140
"GEO1",2014,"24-05","30-05",144,150,8.8,690,6.551231,51.367496,"2",147
"GEO1",2014,"31-05","06-06",151,157,10.4,691,6.551231,51.367496,"2",154
"GEO1",2014,"07-06","13-06",158,164,18,692,6.551231,51.367496,"2",161
"GEO1",2014,"14-06","20-06",165,171,15.5,693,6.551231,51.367496,"2",168
"GEO1",2014,"21-06","27-06",172,178,26.9,694,6.551231,51.367496,"2",175
"GEO1",2014,"28-06","04-07",179,185,30.4,695,6.551231,51.367496,"2",182
"GEO1",2014,"05-07","11-07",186,192,19.6,696,6.551231,51.367496,"2",189
"GEO1",2014,"12-07","18-07",193,199,14.1,697,6.551231,51.367496,"2",196
"GEO1",2014,"19-07","25-07",200,206,12.4,698,6.551231,51.367496,"2",203
"GEO1",2014,"26-07","01-08",207,213,10.3,699,6.551231,51.367496,"2",210
"GEO1",2014,"02-08","15-08",214,227,23.1,700,6.551231,51.367496,"2",220.5
"GEO1",2014,"16-08","29-08",228,241,18.6,701,6.551231,51.367496,"2",234.5
"GEO1",2014,"30-08","12-09",242,255,26.5,702,6.551231,51.367496,"2",248.5
"GEO1",2014,"13-09","26-09",256,269,20.8,703,6.551231,51.367496,"2",262.5
"GEO1",2014,"27-09","10-10",270,283,15.1,704,6.551231,51.367496,"2",276.5
"GEO1",2014,"11-10","01-11",284,305,9.8,705,6.551231,51.367496,"2",294.5
"CAR1",1990,"14-04","27-04",104,117,10.7,706,6.532718,51.391662,"2",110.5
"CAR1",1990,"28-04","04-05",118,124,18.5,707,6.532718,51.391662,"2",121
"CAR1",1990,"05-05","11-05",125,131,23.7,708,6.532718,51.391662,"2",128
"CAR1",1990,"12-05","18-05",132,138,27.1,709,6.532718,51.391662,"2",135
"CAR1",1990,"19-05","25-05",139,145,37.8,710,6.532718,51.391662,"2",142
"CAR1",1990,"26-05","01-06",146,152,36,711,6.532718,51.391662,"2",149
"CAR1",1990,"02-06","08-06",153,159,22.3,712,6.532718,51.391662,"2",156
"CAR1",1990,"09-06","15-06",160,166,31.3,713,6.532718,51.391662,"2",163
"CAR1",1990,"16-06","22-06",167,173,60.4,714,6.532718,51.391662,"2",170
"CAR1",1990,"23-06","29-06",174,180,82.2,715,6.532718,51.391662,"2",177
"CAR1",1990,"30-06","06-07",181,187,62.9,716,6.532718,51.391662,"2",184
"CAR1",1990,"07-07","13-07",188,194,71.6,717,6.532718,51.391662,"2",191
"CAR1",1990,"14-07","20-07",195,201,58.9,718,6.532718,51.391662,"2",198
"CAR1",1990,"21-07","27-07",202,208,59.2,719,6.532718,51.391662,"2",205
"CAR1",1990,"28-07","03-08",209,215,107.1,720,6.532718,51.391662,"2",212
"CAR1",1990,"04-08","10-08",216,222,67.7,721,6.532718,51.391662,"2",219
"CAR1",1990,"11-08","17-08",223,229,59.3,722,6.532718,51.391662,"2",226
"CAR1",1990,"18-08","24-08",230,236,47.4,723,6.532718,51.391662,"2",233
"CAR1",1990,"25-08","31-08",237,243,42.8,724,6.532718,51.391662,"2",240
"CAR1",1990,"01-09","07-09",244,250,21.9,725,6.532718,51.391662,"2",247
"CAR1",1990,"08-09","14-09",251,257,17.9,726,6.532718,51.391662,"2",254
"CAR1",1990,"15-09","21-09",258,264,7.3,727,6.532718,51.391662,"2",261
"CAR1",1990,"22-09","28-09",265,271,6.8,728,6.532718,51.391662,"2",268
"CAR1",1990,"29-09","05-10",272,278,12.1,729,6.532718,51.391662,"2",275
"CAR1",1990,"06-10","12-10",279,285,5.7,730,6.532718,51.391662,"2",282
"CAR1",1990,"13-10","19-10",286,292,6.2,731,6.532718,51.391662,"2",289
"CAR1",1990,"20-10","26-10",293,299,2.4,732,6.532718,51.391662,"2",296
"CAR1",1990,"27-10","02-11",300,306,1.3,733,6.532718,51.391662,"2",303
"CAR1",1990,"03-11","09-11",307,313,1.1,734,6.532718,51.391662,"2",310
"CAR1",1990,"10-11","16-11",314,320,NA,735,6.532718,51.391662,"2",317
"CAR1",1990,"17-11","23-11",321,327,3.5,736,6.532718,51.391662,"2",324
"CAR1",1990,"24-11","30-11",328,334,0.6,737,6.532718,51.391662,"2",331
"CAR1",1990,"01-12","07-12",335,341,0.4,738,6.532718,51.391662,"2",338
"CAR1",1990,"08-12","14-12",342,348,0.3,739,6.532718,51.391662,"2",345
"CAR1",1990,"15-12","22-12",349,356,0.1,740,6.532718,51.391662,"2",352.5
"ORB1",1989,"01-05","07-05",121,127,42.6,741,6.506266,51.397132,"2",124
"ORB1",1989,"08-05","13-05",128,133,38.6,742,6.506266,51.397132,"2",130.5
"ORB1",1989,"14-05","20-05",134,140,64.3,743,6.506266,51.397132,"2",137
"ORB1",1989,"21-05","10-06",141,161,NA,744,6.506266,51.397132,"2",151
"ORB1",1989,"11-06","17-06",162,168,41.5,745,6.506266,51.397132,"2",165
"ORB1",1989,"18-06","24-06",169,175,83.3,746,6.506266,51.397132,"2",172
"ORB1",1989,"25-06","01-07",176,182,51,747,6.506266,51.397132,"2",179
"ORB1",1989,"02-07","08-07",183,189,114.1,748,6.506266,51.397132,"2",186
"ORB1",1989,"09-07","15-07",190,196,76.9,749,6.506266,51.397132,"2",193
"ORB1",1989,"16-07","22-07",197,203,122.5,750,6.506266,51.397132,"2",200
"ORB1",1989,"23-07","29-07",204,210,73.5,751,6.506266,51.397132,"2",207
"ORB1",1989,"30-07","05-08",211,217,61.2,752,6.506266,51.397132,"2",214
"ORB1",1989,"06-08","12-08",218,224,63.4,753,6.506266,51.397132,"2",221
"ORB1",1989,"13-08","19-08",225,231,77.4,754,6.506266,51.397132,"2",228
"ORB1",1989,"20-08","26-08",232,238,39.9,755,6.506266,51.397132,"2",235
"ORB1",1989,"27-08","02-09",239,245,31.3,756,6.506266,51.397132,"2",242
"ORB1",1989,"03-09","09-09",246,252,NA,757,6.506266,51.397132,"2",249
"ORB1",1989,"10-09","16-09",253,259,11.2,758,6.506266,51.397132,"2",256
"ORB1",1989,"17-09","23-09",260,266,9.9,759,6.506266,51.397132,"2",263
"ORB1",1989,"24-09","30-09",267,273,16.5,760,6.506266,51.397132,"2",270
"ORB1",1989,"01-10","07-10",274,280,12.1,761,6.506266,51.397132,"2",277
"ORB1",1989,"08-10","14-10",281,287,8.6,762,6.506266,51.397132,"2",284
"ORB2",1989,"01-05","07-05",121,127,26.5,763,6.504397,51.398707,"2",124
"ORB2",1989,"08-05","13-05",128,133,36.2,764,6.504397,51.398707,"2",130.5
"ORB2",1989,"14-05","20-05",134,140,101.4,765,6.504397,51.398707,"2",137
"ORB2",1989,"21-05","27-05",141,147,98.3,766,6.504397,51.398707,"2",144
"ORB2",1989,"28-05","03-06",148,154,60.1,767,6.504397,51.398707,"2",151
"ORB2",1989,"04-06","10-06",155,161,68.3,768,6.504397,51.398707,"2",158
"ORB2",1989,"11-06","17-06",162,168,79.5,769,6.504397,51.398707,"2",165
"ORB2",1989,"18-06","24-06",169,175,129.8,770,6.504397,51.398707,"2",172
"ORB2",1989,"25-06","01-07",176,182,91.4,771,6.504397,51.398707,"2",179
"ORB2",1989,"02-07","08-07",183,189,137.5,772,6.504397,51.398707,"2",186
"ORB2",1989,"09-07","15-07",190,196,94.6,773,6.504397,51.398707,"2",193
"ORB2",1989,"16-07","22-07",197,203,145.4,774,6.504397,51.398707,"2",200
"ORB2",1989,"23-07","29-07",204,210,83.3,775,6.504397,51.398707,"2",207
"ORB2",1989,"30-07","05-08",211,217,49.1,776,6.504397,51.398707,"2",214
"ORB2",1989,"06-08","12-08",218,224,40.3,777,6.504397,51.398707,"2",221
"ORB2",1989,"13-08","19-08",225,231,63.7,778,6.504397,51.398707,"2",228
"ORB2",1989,"20-08","26-08",232,238,34.5,779,6.504397,51.398707,"2",235
"ORB2",1989,"27-08","02-09",239,245,26.6,780,6.504397,51.398707,"2",242
"ORB2",1989,"03-09","09-09",246,252,15.3,781,6.504397,51.398707,"2",249
"ORB2",1989,"10-09","16-09",253,259,11.9,782,6.504397,51.398707,"2",256
"ORB2",1989,"17-09","23-09",260,266,8.8,783,6.504397,51.398707,"2",263
"ORB2",1989,"24-09","30-09",267,273,6.7,784,6.504397,51.398707,"2",270
"ORB2",1989,"01-10","07-10",274,280,10.5,785,6.504397,51.398707,"2",277
"ORB2",1989,"08-10","14-10",281,287,5.9,786,6.504397,51.398707,"2",284
"ORB1",2013,"14-04","20-04",104,110,1,787,6.506266,51.397132,"2",107
"ORB1",2013,"21-04","27-04",111,117,2.4,788,6.506266,51.397132,"2",114
"ORB1",2013,"28-04","04-05",118,124,5.7,789,6.506266,51.397132,"2",121
"ORB1",2013,"05-05","11-05",125,131,5.2,790,6.506266,51.397132,"2",128
"ORB1",2013,"12-05","18-05",132,138,4.8,791,6.506266,51.397132,"2",135
"ORB1",2013,"19-05","25-05",139,145,7.2,792,6.506266,51.397132,"2",142
"ORB1",2013,"26-05","01-06",146,152,16.1,793,6.506266,51.397132,"2",149
"ORB1",2013,"02-06","08-06",153,159,18.9,794,6.506266,51.397132,"2",156
"ORB1",2013,"09-06","15-06",160,166,12.6,795,6.506266,51.397132,"2",163
"ORB1",2013,"16-06","22-06",167,173,13.8,796,6.506266,51.397132,"2",170
"ORB1",2013,"23-06","29-06",174,180,8.2,797,6.506266,51.397132,"2",177
"ORB1",2013,"30-06","06-07",181,187,19.2,798,6.506266,51.397132,"2",184
"ORB1",2013,"07-07","13-07",188,194,18.9,799,6.506266,51.397132,"2",191
"ORB1",2013,"14-07","20-07",195,201,22.1,800,6.506266,51.397132,"2",198
"ORB1",2013,"21-07","27-07",202,208,19.7,801,6.506266,51.397132,"2",205
"ORB1",2013,"28-07","03-08",209,215,27.3,802,6.506266,51.397132,"2",212
"ORB1",2013,"04-08","10-08",216,222,13.6,803,6.506266,51.397132,"2",219
"ORB1",2013,"11-08","17-08",223,229,14.3,804,6.506266,51.397132,"2",226
"ORB1",2013,"18-08","24-08",230,236,10.1,805,6.506266,51.397132,"2",233
"ORB1",2013,"25-08","31-08",237,243,5.6,806,6.506266,51.397132,"2",240
"ORB1",2013,"01-09","07-09",244,250,4,807,6.506266,51.397132,"2",247
"ORB1",2013,"08-09","14-09",251,257,2.1,808,6.506266,51.397132,"2",254
"ORB1",2013,"15-09","21-09",258,264,1.8,809,6.506266,51.397132,"2",261
"ORB1",2013,"22-09","28-09",265,271,2.7,810,6.506266,51.397132,"2",268
"ORB1",2013,"29-09","05-10",272,278,2.1,811,6.506266,51.397132,"2",275
"ORB1",2013,"06-10","12-10",279,285,1.3,812,6.506266,51.397132,"2",282
"ORB1",2013,"13-10","19-10",286,292,2.8,813,6.506266,51.397132,"2",289
"ORB1",2013,"20-10","26-10",293,299,6.4,814,6.506266,51.397132,"2",296
"ORB1",2013,"27-10","02-11",300,306,1.1,815,6.506266,51.397132,"2",303
"ORB2",2013,"14-04","20-04",104,110,2.4,816,6.504397,51.398707,"2",107
"ORB2",2013,"21-04","27-04",111,117,4.3,817,6.504397,51.398707,"2",114
"ORB2",2013,"28-04","04-05",118,124,9.1,818,6.504397,51.398707,"2",121
"ORB2",2013,"05-05","11-05",125,131,11.4,819,6.504397,51.398707,"2",128
"ORB2",2013,"12-05","18-05",132,138,10.5,820,6.504397,51.398707,"2",135
"ORB2",2013,"19-05","25-05",139,145,11.5,821,6.504397,51.398707,"2",142
"ORB2",2013,"26-05","01-06",146,152,13.9,822,6.504397,51.398707,"2",149
"ORB2",2013,"02-06","08-06",153,159,18,823,6.504397,51.398707,"2",156
"ORB2",2013,"09-06","15-06",160,166,22,824,6.504397,51.398707,"2",163
"ORB2",2013,"16-06","22-06",167,173,20.7,825,6.504397,51.398707,"2",170
"ORB2",2013,"23-06","29-06",174,180,8.5,826,6.504397,51.398707,"2",177
"ORB2",2013,"30-06","06-07",181,187,17.8,827,6.504397,51.398707,"2",184
"ORB2",2013,"07-07","13-07",188,194,16.4,828,6.504397,51.398707,"2",191
"ORB2",2013,"14-07","20-07",195,201,22.1,829,6.504397,51.398707,"2",198
"ORB2",2013,"21-07","27-07",202,208,21.2,830,6.504397,51.398707,"2",205
"ORB2",2013,"28-07","03-08",209,215,30.5,831,6.504397,51.398707,"2",212
"ORB2",2013,"04-08","10-08",216,222,17,832,6.504397,51.398707,"2",219
"ORB2",2013,"11-08","17-08",223,229,11.5,833,6.504397,51.398707,"2",226
"ORB2",2013,"18-08","24-08",230,236,12.3,834,6.504397,51.398707,"2",233
"ORB2",2013,"25-08","31-08",237,243,4.1,835,6.504397,51.398707,"2",240
"ORB2",2013,"01-09","07-09",244,250,3.5,836,6.504397,51.398707,"2",247
"ORB2",2013,"08-09","14-09",251,257,3.4,837,6.504397,51.398707,"2",254
"ORB2",2013,"15-09","21-09",258,264,2.7,838,6.504397,51.398707,"2",261
"ORB2",2013,"22-09","28-09",265,271,2.6,839,6.504397,51.398707,"2",268
"ORB2",2013,"29-09","05-10",272,278,2,840,6.504397,51.398707,"2",275
"ORB2",2013,"06-10","12-10",279,285,1.7,841,6.504397,51.398707,"2",282
"ORB2",2013,"13-10","19-10",286,292,5.9,842,6.504397,51.398707,"2",289
"ORB2",2013,"20-10","26-10",293,299,10.9,843,6.504397,51.398707,"2",296
"ORB2",2013,"27-10","02-11",300,306,2,844,6.504397,51.398707,"2",303
"ORB1",2014,"29-03","04-04",88,94,11.6,845,6.506266,51.397132,"2",91
"ORB1",2014,"05-04","11-04",95,101,5.4,846,6.506266,51.397132,"2",98
"ORB1",2014,"12-04","18-04",102,108,5.2,847,6.506266,51.397132,"2",105
"ORB1",2014,"19-04","25-04",109,115,14.9,848,6.506266,51.397132,"2",112
"ORB1",2014,"26-04","02-05",116,122,12,849,6.506266,51.397132,"2",119
"ORB1",2014,"03-05","09-05",123,129,9.2,850,6.506266,51.397132,"2",126
"ORB1",2014,"10-05","16-05",130,136,10.3,851,6.506266,51.397132,"2",133
"ORB1",2014,"17-05","23-05",137,143,21.1,852,6.506266,51.397132,"2",140
"ORB1",2014,"24-05","30-05",144,150,17,853,6.506266,51.397132,"2",147
"ORB1",2014,"31-05","06-06",151,157,18.5,854,6.506266,51.397132,"2",154
"ORB1",2014,"07-06","13-06",158,164,23.4,855,6.506266,51.397132,"2",161
"ORB1",2014,"14-06","20-06",165,171,17.9,856,6.506266,51.397132,"2",168
"ORB1",2014,"21-06","27-06",172,178,24.9,857,6.506266,51.397132,"2",175
"ORB1",2014,"28-06","04-07",179,185,21.2,858,6.506266,51.397132,"2",182
"ORB1",2014,"05-07","11-07",186,192,24.2,859,6.506266,51.397132,"2",189
"ORB1",2014,"12-07","18-07",193,199,23,860,6.506266,51.397132,"2",196
"ORB1",2014,"19-07","25-07",200,206,19.4,861,6.506266,51.397132,"2",203
"ORB1",2014,"26-07","01-08",207,213,23.8,862,6.506266,51.397132,"2",210
"ORB1",2014,"02-08","15-08",214,227,36.3,863,6.506266,51.397132,"2",220.5
"ORB1",2014,"16-08","29-08",228,241,21.4,864,6.506266,51.397132,"2",234.5
"ORB1",2014,"30-08","12-09",242,255,23.1,865,6.506266,51.397132,"2",248.5
"ORB1",2014,"13-09","26-09",256,269,18.5,866,6.506266,51.397132,"2",262.5
"ORB1",2014,"27-09","10-10",270,283,13.9,867,6.506266,51.397132,"2",276.5
"ORB1",2014,"11-10","01-11",284,305,12.8,868,6.506266,51.397132,"2",294.5
"ORB2",2014,"29-03","04-04",88,94,8.6,869,6.504397,51.398707,"2",91
"ORB2",2014,"05-04","11-04",95,101,8.3,870,6.504397,51.398707,"2",98
"ORB2",2014,"12-04","18-04",102,108,6.1,871,6.504397,51.398707,"2",105
"ORB2",2014,"19-04","25-04",109,115,13.3,872,6.504397,51.398707,"2",112
"ORB2",2014,"26-04","02-05",116,122,7.9,873,6.504397,51.398707,"2",119
"ORB2",2014,"03-05","09-05",123,129,15.9,874,6.504397,51.398707,"2",126
"ORB2",2014,"10-05","16-05",130,136,8.2,875,6.504397,51.398707,"2",133
"ORB2",2014,"17-05","23-05",137,143,17.6,876,6.504397,51.398707,"2",140
"ORB2",2014,"24-05","30-05",144,150,5.8,877,6.504397,51.398707,"2",147
"ORB2",2014,"31-05","06-06",151,157,20.4,878,6.504397,51.398707,"2",154
"ORB2",2014,"07-06","13-06",158,164,28.6,879,6.504397,51.398707,"2",161
"ORB2",2014,"14-06","20-06",165,171,16.5,880,6.504397,51.398707,"2",168
"ORB2",2014,"21-06","27-06",172,178,18.9,881,6.504397,51.398707,"2",175
"ORB2",2014,"28-06","04-07",179,185,15.5,882,6.504397,51.398707,"2",182
"ORB2",2014,"05-07","11-07",186,192,20.4,883,6.504397,51.398707,"2",189
"ORB2",2014,"12-07","18-07",193,199,12,884,6.504397,51.398707,"2",196
"ORB2",2014,"19-07","25-07",200,206,9.7,885,6.504397,51.398707,"2",203
"ORB2",2014,"26-07","01-08",207,213,6.7,886,6.504397,51.398707,"2",210
"ORB2",2014,"02-08","15-08",214,227,13.9,887,6.504397,51.398707,"2",220.5
"ORB2",2014,"16-08","29-08",228,241,5.1,888,6.504397,51.398707,"2",234.5
"ORB2",2014,"30-08","12-09",242,255,6.9,889,6.504397,51.398707,"2",248.5
"ORB2",2014,"13-09","26-09",256,269,5.5,890,6.504397,51.398707,"2",262.5
"ORB2",2014,"27-09","10-10",270,283,5.3,891,6.504397,51.398707,"2",276.5
"ORB2",2014,"11-10","01-11",284,305,11.9,892,6.504397,51.398707,"2",294.5
"SCH1",1992,"08-06","13-06",159,164,66.3,893,6.469225,51.443969,"3",161.5
"SCH1",1992,"14-06","04-07",165,185,NA,894,6.469225,51.443969,"3",175
"SCH1",1992,"05-07","11-07",186,192,86.9,895,6.469225,51.443969,"3",189
"SCH1",1992,"12-07","18-07",193,199,69,896,6.469225,51.443969,"3",196
"SCH1",1992,"19-07","25-07",200,206,103.8,897,6.469225,51.443969,"3",203
"SCH1",1992,"26-07","01-08",207,213,83.8,898,6.469225,51.443969,"3",210
"SCH1",1992,"02-08","08-08",214,220,59.3,899,6.469225,51.443969,"3",217
"SCH1",1992,"09-08","15-08",221,227,40.2,900,6.469225,51.443969,"3",224
"SCH1",1992,"16-08","22-08",228,234,56.4,901,6.469225,51.443969,"3",231
"SCH1",1992,"23-08","29-08",235,241,38.1,902,6.469225,51.443969,"3",238
"SCH1",1992,"30-08","05-09",242,248,22.6,903,6.469225,51.443969,"3",245
"SCH1",1992,"06-09","12-09",249,255,23.4,904,6.469225,51.443969,"3",252
"SCH1",1992,"13-09","19-09",256,262,30,905,6.469225,51.443969,"3",259
"SCH1",1992,"20-09","26-09",263,269,31.4,906,6.469225,51.443969,"3",266
"KAN1",1992,"08-06","13-06",159,164,31.6,907,6.696231,51.628426,"1",161.5
"KAN1",1992,"14-06","20-06",165,171,24.5,908,6.696231,51.628426,"1",168
"KAN1",1992,"21-06","27-06",172,178,31.9,909,6.696231,51.628426,"1",175
"KAN1",1992,"28-06","04-07",179,185,37.5,910,6.696231,51.628426,"1",182
"KAN1",1992,"05-07","11-07",186,192,30.1,911,6.696231,51.628426,"1",189
"KAN1",1992,"12-07","18-07",193,199,NA,912,6.696231,51.628426,"1",196
"KAN1",1992,"19-07","25-07",200,206,51.8,913,6.696231,51.628426,"1",203
"KAN1",1992,"26-07","01-08",207,213,49.2,914,6.696231,51.628426,"1",210
"KAN1",1992,"02-08","08-08",214,220,43.1,915,6.696231,51.628426,"1",217
"KAN1",1992,"09-08","15-08",221,227,22.9,916,6.696231,51.628426,"1",224
"KAN1",1992,"16-08","22-08",228,234,36.8,917,6.696231,51.628426,"1",231
"KAN1",1992,"23-08","29-08",235,241,26.8,918,6.696231,51.628426,"1",238
"KAN1",1992,"30-08","05-09",242,248,9.6,919,6.696231,51.628426,"1",245
"KAN1",1992,"06-09","12-09",249,255,16.4,920,6.696231,51.628426,"1",252
"KAN1",1992,"13-09","19-09",256,262,10.7,921,6.696231,51.628426,"1",259
"KAN1",1992,"20-09","26-09",263,269,14.3,922,6.696231,51.628426,"1",266
"KAN1",2001,"07-04","13-04",97,103,6.1,923,6.696231,51.628426,"1",100
"KAN1",2001,"14-04","21-04",104,111,3.1,924,6.696231,51.628426,"1",107.5
"KAN1",2001,"22-04","28-04",112,118,9.3,925,6.696231,51.628426,"1",115
"KAN1",2001,"29-04","05-05",119,125,14,926,6.696231,51.628426,"1",122
"KAN1",2001,"06-05","12-05",126,132,22.7,927,6.696231,51.628426,"1",129
"KAN1",2001,"13-05","19-05",133,139,19.9,928,6.696231,51.628426,"1",136
"KAN1",2001,"20-05","26-05",140,146,17.8,929,6.696231,51.628426,"1",143
"KAN1",2001,"27-05","03-06",147,154,27.7,930,6.696231,51.628426,"1",150.5
"KAN1",2001,"04-06","09-06",155,160,4.9,931,6.696231,51.628426,"1",157.5
"KAN1",2001,"10-06","16-06",161,167,15.9,932,6.696231,51.628426,"1",164
"KAN1",2001,"17-06","23-06",168,174,22.1,933,6.696231,51.628426,"1",171
"KAN1",2001,"24-06","30-06",175,181,19.8,934,6.696231,51.628426,"1",178
"KAN1",2001,"01-07","07-07",182,188,15.9,935,6.696231,51.628426,"1",185
"KAN1",2001,"08-07","14-07",189,195,12.1,936,6.696231,51.628426,"1",192
"KAN1",2001,"15-07","21-07",196,202,21,937,6.696231,51.628426,"1",199
"KAN1",2001,"22-07","28-07",203,209,26.1,938,6.696231,51.628426,"1",206
"KAN1",2001,"29-07","04-08",210,216,22.1,939,6.696231,51.628426,"1",213
"KAN1",2001,"05-08","11-08",217,223,18.7,940,6.696231,51.628426,"1",220
"KAN1",2001,"12-08","18-08",224,230,26.2,941,6.696231,51.628426,"1",227
"KAN1",2001,"19-08","25-08",231,237,26.4,942,6.696231,51.628426,"1",234
"KAN1",2001,"26-08","01-09",238,244,12.5,943,6.696231,51.628426,"1",241
"KAN1",2001,"02-09","08-09",245,251,9.1,944,6.696231,51.628426,"1",248
"KAN1",2001,"09-09","15-09",252,258,11.4,945,6.696231,51.628426,"1",255
"KAN1",2001,"16-09","22-09",259,265,9.1,946,6.696231,51.628426,"1",262
"KAN1",2001,"23-09","29-09",266,272,12.7,947,6.696231,51.628426,"1",269
"KAN1",2001,"30-09","06-10",273,279,13.8,948,6.696231,51.628426,"1",276
"KAN1",2001,"07-10","13-10",280,286,8,949,6.696231,51.628426,"1",283
"KAN2",2001,"07-04","13-04",97,103,11.2,950,6.697179,51.627065,"1",100
"KAN2",2001,"14-04","21-04",104,111,8.2,951,6.697179,51.627065,"1",107.5
"KAN2",2001,"22-04","28-04",112,118,11.4,952,6.697179,51.627065,"1",115
"KAN2",2001,"29-04","05-05",119,125,31.5,953,6.697179,51.627065,"1",122
"KAN2",2001,"06-05","12-05",126,132,40.6,954,6.697179,51.627065,"1",129
"KAN2",2001,"13-05","19-05",133,139,23,955,6.697179,51.627065,"1",136
"KAN2",2001,"20-05","26-05",140,146,12.3,956,6.697179,51.627065,"1",143
"KAN2",2001,"27-05","03-06",147,154,22.7,957,6.697179,51.627065,"1",150.5
"KAN2",2001,"04-06","09-06",155,160,6.2,958,6.697179,51.627065,"1",157.5
"KAN2",2001,"10-06","16-06",161,167,15.7,959,6.697179,51.627065,"1",164
